id,name,system
336906990,haskellPackages.executable-hash,aarch64-darwin
336907020,haskellPackages.exinst-base,aarch64-darwin
336907571,haskellPackages.freetype2,aarch64-darwin
336907567,haskellPackages.freetype2,aarch64-linux
336907970,haskellPackages.genvalidity-dirforest,aarch64-darwin
336908320,haskellPackages.gi-gdkx113,aarch64-darwin
337730968,haskellPackages.gi-gdkx114,aarch64-darwin
336908324,haskellPackages.gi-gst,aarch64-darwin
336908325,haskellPackages.gi-gst,aarch64-linux
336908326,haskellPackages.gi-gst,x86_64-linux
337730976,haskellPackages.gi-gtkosxapplication,aarch64-darwin
336908400,haskellPackages.gi-soup3,aarch64-darwin
336909308,haskellPackages.gtk-mac-integration,aarch64-darwin
336909343,haskellPackages.gtk-traymanager,aarch64-darwin
336909365,haskellPackages.gtk3-mac-integration,aarch64-darwin
336909348,haskellPackages.h-raylib,aarch64-darwin
336909490,haskellPackages.hamid,aarch64-darwin
336909926,haskellPackages.heph-aligned-storable,aarch64-darwin
336910080,haskellPackages.highlight,aarch64-darwin
336910168,haskellPackages.hlibgit2,aarch64-linux
336911078,haskellPackages.huckleberry,aarch64-darwin
336911094,haskellPackages.hunspell-hs,aarch64-darwin
336911142,haskellPackages.hw-ip,aarch64-darwin
336911146,haskellPackages.hw-ip,aarch64-linux
336911153,haskellPackages.hw-ip,x86_64-linux
336911126,haskellPackages.hw-json-simd,aarch64-darwin
336911124,haskellPackages.hw-json-simd,aarch64-linux
336911164,haskellPackages.hw-streams,aarch64-darwin
336911155,haskellPackages.hw-streams,aarch64-linux
336911167,haskellPackages.hw-streams,x86_64-linux
336911385,haskellPackages.ihp-ide,aarch64-darwin
336911383,haskellPackages.ihp-ide,aarch64-linux
336911386,haskellPackages.ihp-ide,x86_64-linux
336911414,haskellPackages.implicit,aarch64-darwin
336911895,haskellPackages.jsaddle-wkwebview,aarch64-darwin
336912146,haskellPackages.kqueue,aarch64-darwin
336912568,haskellPackages.libtorch-ffi,aarch64-darwin
336912805,haskellPackages.llvm-tf,aarch64-darwin
336913275,haskellPackages.memcache,aarch64-darwin
336913309,haskellPackages.memzero,aarch64-darwin
336913478,haskellPackages.minici,aarch64-darwin
336913528,haskellPackages.miso-examples,aarch64-linux
336913527,haskellPackages.miso-examples,x86_64-linux
336914274,haskellPackages.network-can,aarch64-darwin
338428220,haskellPackages.nix-serve-ng,aarch64-darwin
338428221,haskellPackages.nix-serve-ng,aarch64-linux
336914749,haskellPackages.om-time,aarch64-darwin
336915392,haskellPackages.pdftotext,aarch64-darwin
336915394,haskellPackages.pdftotext,aarch64-linux
336915391,haskellPackages.pdftotext,x86_64-linux
336915418,haskellPackages.perceptual-hash,aarch64-darwin
336915457,haskellPackages.persistent-pagination,aarch64-darwin
336915559,haskellPackages.ping-wrapper,aarch64-darwin
336915651,haskellPackages.pipes-zlib,aarch64-darwin
336915906,haskellPackages.posix-socket,aarch64-darwin
336915857,haskellPackages.posix-timer,aarch64-darwin
336915869,haskellPackages.posix-waitpid,aarch64-darwin
336916383,haskellPackages.pthread,aarch64-darwin
336916755,haskellPackages.rawfilepath,aarch64-darwin
336916774,haskellPackages.rdtsc-enolan,aarch64-darwin
336916775,haskellPackages.rdtsc-enolan,aarch64-linux
